"","id","name","genre","curator","percentile"
"334",334,"good Nebula Simulated Playlist","Metal","Professional","top1%"
"335",335,"Repository Simulated Playlist","Dance, Classical, Rock, RnB, EDM, Metal, Alternative","Professional","top10%"
"336",336,"NA Pulse Simulated Playlist","Soul, Latin, Pop, WorldMusic, Punk, Funk, Country, hiphop, Folk, Indie, SwedishHouse, Rock, Blues, Gospel, Metal, Classical, EDM, Alternative, RnB, Jazz, K-pop, Dance, Reggae","User","top1%"
"337",337,"ecstasy Echoes Simulated Playlist","Latin, Funk, Metal, Indie, RnB, Rock","MajorLabel","tail"
"338",338,"surprise Wanderlust Simulated Playlist","SwedishHouse, Blues, Folk, Latin, RnB, Metal, Reggae, Indie, Country, K-pop, EDM, Punk","Spotify","top1%"
"339",339,"feel Journey Simulated Playlist","Punk, Blues, Folk, Indie, K-pop, Metal, Dance, Gospel, Alternative, SwedishHouse, WorldMusic, hiphop, Classical, Funk, Jazz, Pop, Soul","Professional","top10%"
"340",340,"joy Groove Simulated Playlist","Blues, Gospel, Funk, WorldMusic, Soul, Alternative, Folk, Punk, Dance, Reggae, Latin, Classical, RnB, EDM, Rock, Jazz, Country, hiphop, Indie, K-pop, Pop, SwedishHouse, Metal","MajorLabel","top10%"
"341",341,"NA Groove Simulated Playlist","EDM, Indie, Jazz, Funk, Reggae, hiphop, Dance, SwedishHouse, RnB, Pop, Soul, Country, Classical","MajorLabel","top30%"
"342",342,"lonely Soul Simulated Playlist","RnB, Reggae, K-pop, Country, Jazz, Metal, Funk, Classical, Dance, WorldMusic, Folk, Latin, Blues, Pop, Punk, Gospel","Indie","top10%"
"343",343,"heart broken Wanderlust Simulated Playlist","Pop, RnB, Dance, Reggae, Blues, Rock, Alternative, Soul, K-pop, WorldMusic","Professional","top1%"
"344",344,"lonely Odyssey Simulated Playlist","Rock, Blues, Metal, Dance, SwedishHouse, Latin","Indie","top30%"
"345",345,"bored Rhythm Simulated Playlist","Soul","Spotify","top10%"
"346",346,"bored Cosmos Simulated Playlist","Dance, Indie, Country, Jazz, Classical, EDM, Reggae, K-pop, WorldMusic, Pop, Gospel","Professional","top1%"
"347",347,"fuzzy Repository Simulated Playlist","Blues, Metal","MajorLabel","top10%"
"348",348,"lonely Chill Simulated Playlist","Indie, Blues, Gospel, Alternative, Classical, Pop, Latin, Funk, SwedishHouse, K-pop, Rock, WorldMusic, Folk","Indie","top10%"
"349",349,"fuzzy Serenity Simulated Playlist","EDM, SwedishHouse, Alternative, Latin, K-pop, Soul, RnB, Classical, Pop, Jazz, Folk","Professional","top10%"
"350",350,"heart broken Breeze Simulated Playlist","Blues, K-pop, Alternative, Latin, Soul, Funk, Country, WorldMusic, Pop, Reggae, Rock, Punk, EDM","Indie","top30%"
"351",351,"lonely Github Simulated Playlist","Pop, Blues, Metal, hiphop, RnB, Rock, Folk","User","top30%"
"352",352,"NA Journey Simulated Playlist","WorldMusic, Soul, Country, RnB, Folk, Blues, Punk, SwedishHouse, Classical, Dance, Reggae, Metal, Gospel, EDM, Jazz, Funk, hiphop, Indie, Latin, K-pop","User","top1%"
"353",353,"Reverie Simulated Playlist","Reggae, K-pop, Blues, WorldMusic, hiphop, Indie, Metal, SwedishHouse, Soul, Classical, Rock, Alternative, Pop, Funk, Latin, Country, Punk","User","top1%"
"354",354,"mood Github Simulated Playlist","Rock, K-pop, Classical, Country, Blues, Dance, Latin, Indie, SwedishHouse, Metal, Pop, Reggae, Punk","Spotify","top1%"
"355",355,"Non-mood Celestial Simulated Playlist","Gospel, Rock, K-pop, Folk, Funk, WorldMusic, RnB, Pop, Blues, hiphop","Indie","top1%"
"356",356,"NA Radiance Simulated Playlist","RnB, Alternative, Rock, Metal, Classical, Reggae, Pop, EDM, Country, Funk, K-pop, Dance, Punk, Indie, SwedishHouse, Folk, Blues, hiphop","Professional","top30%"
"357",357,"joy Github Simulated Playlist","Metal, Country, Pop, Alternative, Dance, Funk, Classical, Latin, SwedishHouse, RnB, Reggae, EDM, Jazz, Soul, K-pop, Blues, Folk","Spotify","top1%"
"358",358,"good Odyssey Simulated Playlist","Gospel","Spotify","top10%"
"359",359,"happy Chill Simulated Playlist","Metal, Indie, SwedishHouse, Latin, Folk, Soul","MajorLabel","tail"
"360",360,"surprise Eclipse Simulated Playlist","K-pop, Reggae, Gospel, WorldMusic","Spotify","tail"
"361",361,"happy Journey Simulated Playlist","Folk, K-pop, WorldMusic, Jazz, Metal, Country, Indie, Reggae, Gospel, Pop, Latin, Blues, Funk, hiphop, EDM, Rock, Alternative, SwedishHouse, Dance, Soul","Indie","top1%"
"362",362,"heart broken Vibe Simulated Playlist","Rock, Latin, EDM, Gospel, SwedishHouse, Metal, Indie, Alternative, Reggae, Blues, Soul, Punk, Jazz, WorldMusic, Classical","Indie","top30%"
"363",363,"lonely Repository Simulated Playlist","Country, Gospel, K-pop, Dance, Folk, Soul, Latin, WorldMusic, Blues, Metal, Alternative, EDM, Punk, RnB, Jazz, Pop, SwedishHouse, Funk, Classical, Reggae, Indie","MajorLabel","top10%"
"364",364,"ecstasy Test Simulated Playlist","Latin, Alternative, EDM","Professional","tail"
"365",365,"ecstasy Melody Simulated Playlist","EDM","Indie","top30%"
"366",366,"mood Melody Simulated Playlist","WorldMusic, Classical, SwedishHouse","Indie","top10%"
"367",367,"Radiance Simulated Playlist","Pop, Rock, Latin, Country, Dance, Jazz, WorldMusic, RnB, Folk, Gospel, K-pop, Soul","User","top10%"
"368",368,"NA Echoes Simulated Playlist","Jazz, hiphop, Rock, Soul, Alternative, Classical, Blues, EDM, Indie, Country, Pop, Metal, Folk, K-pop, Latin, Reggae, RnB, Punk, Dance, Gospel, Funk, WorldMusic","MajorLabel","top1%"
"369",369,"mood Twilight Simulated Playlist","Reggae, Rock, RnB, Pop, EDM, Punk, Indie","MajorLabel","top1%"
"370",370,"angry Twilight Simulated Playlist","Funk, SwedishHouse, Indie, Punk, Metal, K-pop, Pop, hiphop, Jazz, Blues, Rock, WorldMusic, RnB, Reggae, Latin, EDM, Gospel","Indie","top30%"
"371",371,"fuzzy Beats Simulated Playlist","Jazz, Blues, K-pop, Gospel, Classical, Alternative, Punk","MajorLabel","top10%"
"372",372,"bored Odyssey Simulated Playlist","Country, Latin, Punk, Classical, Pop, Alternative, K-pop, Funk, SwedishHouse, Metal, Indie, RnB","MajorLabel","top10%"
"373",373,"bored Cosmos Simulated Playlist","Reggae, K-pop, RnB, Gospel, Country, Dance, Classical, EDM, Pop, Blues, Metal, Jazz, Rock, Latin, Folk, Indie, Soul, SwedishHouse, hiphop, Funk","MajorLabel","top1%"
"374",374,"Non-mood Beats Simulated Playlist","Funk, Blues, Alternative, Punk, Country, RnB, Jazz, Reggae, EDM","Professional","top30%"
"375",375,"good Beats Simulated Playlist","SwedishHouse, K-pop, RnB, Metal, Rock, Alternative, Soul, Folk, EDM, Latin, Reggae, hiphop","Professional","top10%"
"376",376,"Beats Simulated Playlist","Pop, Blues, Dance, Funk, Soul, K-pop, Gospel, Jazz, Reggae, hiphop","Spotify","top30%"
"377",377,"ecstasy Fusion Simulated Playlist","Pop, K-pop, hiphop, Soul, Dance, Country, Jazz, Alternative, Classical, Reggae, Folk, Rock, EDM, Punk, Funk, Latin, SwedishHouse","MajorLabel","top30%"
"378",378,"bored Groove Simulated Playlist","SwedishHouse, Funk, Soul, EDM, K-pop, Country, Latin","Professional","top1%"
"379",379,"joy Wanderlust Simulated Playlist","WorldMusic, Latin, SwedishHouse, Punk, Folk, Soul, Classical, EDM, Alternative, K-pop, Rock, Gospel, Country, Metal, RnB, Indie, Jazz","MajorLabel","top30%"
"380",380,"angry Pulse Simulated Playlist","Jazz, Blues, Indie, Reggae, Punk, Rock, Metal, Country, SwedishHouse, hiphop, EDM, Gospel, Alternative, Folk, Classical, Dance, K-pop","Professional","top10%"
"381",381,"surprise Echoes Simulated Playlist","Country, Blues, Alternative, hiphop, EDM","MajorLabel","top1%"
"382",382,"mood Chill Simulated Playlist","Dance, Jazz, Reggae, Blues, Folk, Classical, RnB, EDM, SwedishHouse, WorldMusic, Indie, Soul, hiphop, Latin, Funk, K-pop","MajorLabel","top1%"
"383",383,"angry Zenith Simulated Playlist","Rock, Folk, hiphop, Country, Reggae, Gospel, Pop, Metal, Funk, SwedishHouse, Indie, Dance, RnB, Alternative, Soul","Indie","top30%"
"384",384,"bored Fusion Simulated Playlist","K-pop, Jazz, EDM, Classical","Spotify","tail"
"385",385,"surprise Groove Simulated Playlist","Pop, EDM, Latin, Country, K-pop, SwedishHouse","Professional","tail"
"386",386,"Non-mood Pulse Simulated Playlist","Reggae, Funk, Metal, Latin, Country, K-pop, Alternative, Punk, Rock, Folk, SwedishHouse, Blues, Soul, Gospel, Jazz, Indie","Spotify","top30%"
"387",387,"surprise Wanderlust Simulated Playlist","Indie, Latin, Jazz, hiphop, Dance, Blues, Soul","MajorLabel","top30%"
"388",388,"bored Test Simulated Playlist","Folk, Classical, WorldMusic, Alternative, Soul, K-pop, Reggae, Dance, Funk, Latin, SwedishHouse, Gospel, Jazz, hiphop, Indie","Indie","top1%"
"389",389,"feel Melody Simulated Playlist","Folk, WorldMusic, Metal, Pop, Rock, Blues, Jazz, SwedishHouse, Gospel, Punk, Latin, Dance, Reggae, K-pop, Indie, hiphop","Professional","top10%"
"390",390,"surprise Aurora Simulated Playlist","Latin, EDM, Pop, Classical, Country, Blues, RnB, WorldMusic, Funk, Metal, SwedishHouse, Alternative, Punk","User","tail"
"391",391,"ecstasy Radiance Simulated Playlist","Reggae, Rock, Pop, EDM, Funk, K-pop, Country, Soul, Blues, Jazz, Classical, Metal, Gospel, Indie, WorldMusic, Dance, Folk","Professional","top30%"
"392",392,"Non-mood Mystic Simulated Playlist","K-pop, Rock, Funk, RnB, Dance, Classical, EDM, Blues, Country, hiphop","User","top10%"
"393",393,"surprise Chill Simulated Playlist","Punk, RnB, Classical, SwedishHouse, Rock, Alternative, WorldMusic, Indie, Dance, Latin, Blues, Metal","User","tail"
"394",394,"angry Zenith Simulated Playlist","Punk, RnB, Funk, Classical, Soul, Gospel, Indie, SwedishHouse, Reggae, Rock","MajorLabel","top10%"
"395",395,"bored Horizon Simulated Playlist","K-pop, hiphop, Latin, Gospel, Indie, WorldMusic, Rock, Blues, Funk, Alternative, RnB, SwedishHouse, Punk","User","top1%"
"396",396,"lonely Melody Simulated Playlist","hiphop, SwedishHouse, Rock, Funk, Jazz, EDM, Folk, Dance, Soul, Metal","User","top30%"
"397",397,"heart broken Simulated Simulated Playlist","Soul, Country, Rock, Funk, Metal, Gospel, SwedishHouse, Punk, Pop, K-pop, EDM, Folk","Spotify","tail"
"398",398,"mood Repository Simulated Playlist","SwedishHouse, Metal, Dance, Pop, Indie, Reggae, hiphop, RnB, Rock, Folk, Alternative","Spotify","tail"
"399",399,"NA Nebula Simulated Playlist","Country, Jazz, Punk, Latin, Dance, Alternative","Indie","top1%"
"400",400,"Github Simulated Playlist","hiphop, Dance, Latin, K-pop, SwedishHouse, Reggae, Indie, Blues, Punk, Country, Pop, Metal, Gospel, Jazz, Rock, Folk","Indie","top1%"
"401",401,"Radiance Simulated Playlist","Funk, SwedishHouse, Gospel, hiphop, Pop, Indie","Indie","top1%"
"402",402,"Non-mood Test Simulated Playlist","Reggae, Jazz, Indie, Punk, RnB, Metal, Country, Gospel, Folk, WorldMusic, Pop, Soul","Spotify","top10%"
"403",403,"ecstasy Vibe Simulated Playlist","Dance, Alternative, Rock, Gospel, Metal","Professional","top10%"
"404",404,"heart broken Repository Simulated Playlist","Soul, WorldMusic, Blues, Metal, K-pop","MajorLabel","tail"
"405",405,"joy Echoes Simulated Playlist","Reggae, Dance, Soul, Blues, RnB","Indie","top1%"
"406",406,"happy Chill Simulated Playlist","Gospel, RnB, Pop, hiphop, Metal","User","top1%"
"407",407,"happy Odyssey Simulated Playlist","EDM, Pop, Classical, hiphop, Alternative, Indie, RnB, Rock, Blues, Folk, Jazz, SwedishHouse, Gospel, Reggae","Indie","top1%"
"408",408,"ecstasy Vibe Simulated Playlist","Blues, Metal, Indie","Spotify","tail"
"409",409,"bored Reverie Simulated Playlist","Soul, SwedishHouse, Punk","Indie","tail"
"410",410,"heart broken Cosmos Simulated Playlist","Reggae, Latin, SwedishHouse, Pop, EDM, RnB, Alternative, Punk, Soul, WorldMusic, Gospel, K-pop, Classical, Rock, Indie","MajorLabel","top1%"
"411",411,"lonely Fusion Simulated Playlist","Rock","MajorLabel","tail"
"412",412,"joy Breeze Simulated Playlist","Latin, Alternative, Classical, Dance, Punk, hiphop, Metal, RnB, Soul, K-pop, Jazz, EDM, Rock, Pop","Indie","top1%"
"413",413,"angry Zenith Simulated Playlist","Metal, Folk, RnB, Blues, Pop","Indie","top1%"
"414",414,"Non-mood Melody Simulated Playlist","Folk, Indie, Latin","User","top30%"
"415",415,"Pulse Simulated Playlist","Country, Blues, Indie, Punk, SwedishHouse, Pop, WorldMusic, Folk, EDM, K-pop, Soul, Alternative, RnB, Metal, Gospel, Classical, Latin, Dance","Professional","tail"
"416",416,"surprise Serenity Simulated Playlist","K-pop, Punk, Metal","User","top1%"
"417",417,"Non-mood Repository Simulated Playlist","Blues, Funk, Metal, hiphop, Rock","User","top1%"
"418",418,"feel Horizon Simulated Playlist","Funk, Jazz, EDM, Alternative, WorldMusic, Pop, SwedishHouse, Rock, RnB, Indie","User","top30%"
"419",419,"bored Soul Simulated Playlist","Funk, Reggae, RnB, Dance, WorldMusic, Country, Rock, Pop, Blues, Alternative, hiphop, Classical, Latin, Punk, Indie","Professional","tail"
"420",420,"bored Wanderlust Simulated Playlist","Punk, Pop, WorldMusic, Jazz, Funk, Indie","Professional","top30%"
"421",421,"Non-mood Github Simulated Playlist","Indie, Dance, EDM, RnB, Latin, WorldMusic, Country","User","top10%"
"422",422,"ecstasy Repository Simulated Playlist","RnB, Alternative, Classical, Dance, Reggae","MajorLabel","top10%"
"423",423,"angry Pulse Simulated Playlist","Rock, Soul, WorldMusic, Jazz","User","top30%"
"424",424,"happy Breeze Simulated Playlist","Punk, Country, hiphop, K-pop, Folk, Soul, Blues, Alternative, Dance, Metal, EDM, Jazz, Reggae","MajorLabel","top30%"
"425",425,"mood Groove Simulated Playlist","Funk, K-pop, WorldMusic","MajorLabel","top1%"
"426",426,"fuzzy Repository Simulated Playlist","Jazz, Blues, Soul, Alternative, Reggae, Indie, RnB, SwedishHouse, Metal, Rock, Dance, Classical, Folk, EDM, K-pop, WorldMusic, Funk, Pop, Latin","User","tail"
"427",427,"good Eclipse Simulated Playlist","Classical","Spotify","tail"
"428",428,"bored Journey Simulated Playlist","Soul, WorldMusic, Dance, Jazz, Indie, RnB, Country, Rock","Professional","top30%"
"429",429,"lonely Radiance Simulated Playlist","hiphop","User","top30%"
"430",430,"heart broken Chill Simulated Playlist","Latin, RnB, Rock, Country, Funk, Classical, Alternative, Blues, SwedishHouse, WorldMusic, Punk, Gospel, Folk","Spotify","top1%"
"431",431,"fuzzy Mystic Simulated Playlist","Alternative","Indie","tail"
"432",432,"Eclipse Simulated Playlist","Dance, Metal, Pop, Jazz, Blues, Classical, Soul, EDM","MajorLabel","tail"
"433",433,"bored Mystic Simulated Playlist","Funk, Latin, SwedishHouse, Blues, Country, RnB, Alternative, K-pop, Classical, Reggae, Indie, EDM, Punk, Dance, Metal","Indie","top30%"
"434",434,"feel Beats Simulated Playlist","WorldMusic, Funk, EDM, Reggae, K-pop","MajorLabel","tail"
"435",435,"NA Twilight Simulated Playlist","Folk, K-pop, Metal, Soul, EDM, RnB, Latin, Gospel, SwedishHouse","User","top10%"
"436",436,"good Aurora Simulated Playlist","Blues, Country, Alternative, Soul, hiphop, K-pop, Punk, Indie, Classical, Gospel, Dance, EDM, RnB, Latin, Funk, Folk, WorldMusic, SwedishHouse, Jazz, Pop, Rock, Reggae, Metal","Spotify","tail"
"437",437,"ecstasy Test Simulated Playlist","Rock, Dance, Blues, RnB, Indie, EDM, Soul, Alternative, Folk, hiphop, Metal, Pop, Country, Punk, K-pop, Jazz, Gospel, WorldMusic, Funk, Classical, Latin","MajorLabel","tail"
"438",438,"angry Horizon Simulated Playlist","Blues, Folk, EDM, hiphop, Metal, Gospel, Indie, Alternative, Classical, K-pop, Dance, Latin, Rock, RnB, Pop, Soul, Punk, SwedishHouse, Country, Funk","Professional","top30%"
"439",439,"happy Mystic Simulated Playlist","Soul, Pop, Country, Punk, Funk, Jazz, hiphop, Alternative, WorldMusic, Dance, Indie, SwedishHouse, K-pop, Gospel, Rock","MajorLabel","top10%"
"440",440,"heart broken Simulated Simulated Playlist","RnB","MajorLabel","top1%"
"441",441,"Zenith Simulated Playlist","Classical, Dance, Rock, Country, Soul, Latin, Gospel, Reggae, K-pop, hiphop, RnB","Professional","top10%"
"442",442,"Non-mood Radiance Simulated Playlist","Jazz, Indie, Rock, Funk, RnB, Alternative, Country, WorldMusic, Pop, hiphop, K-pop, Blues, Reggae, Soul, Latin, EDM","User","top30%"
"443",443,"happy Aurora Simulated Playlist","Blues, EDM, Soul, Punk, Reggae, RnB, Country, SwedishHouse, Dance, K-pop, Alternative","Spotify","top30%"
"444",444,"mood Breeze Simulated Playlist","Alternative, Metal, EDM, Soul, Country","Spotify","tail"
"445",445,"Non-mood Breeze Simulated Playlist","Punk, Blues, WorldMusic, Indie, Latin, Classical, Jazz, Alternative, Reggae, Dance, K-pop, RnB, Soul, SwedishHouse, hiphop, EDM, Folk, Country, Rock, Gospel, Funk, Metal","Spotify","top10%"
"446",446,"joy Harmony Simulated Playlist","Latin, Dance, Funk, Alternative, Gospel, Pop, RnB, K-pop, Classical, EDM, Soul, Indie, Folk, Blues, Reggae, Punk, Rock, WorldMusic, SwedishHouse","Indie","top1%"
"447",447,"surprise Test Simulated Playlist","RnB, Soul, Funk, Punk, Pop, WorldMusic, Alternative, Dance","MajorLabel","top30%"
"448",448,"angry Harmony Simulated Playlist","Punk, Indie, EDM, Metal, Folk, Gospel, SwedishHouse","Professional","top30%"
"449",449,"joy Cosmos Simulated Playlist","Funk, Metal, Gospel, RnB, Country, EDM, hiphop, Classical, WorldMusic, SwedishHouse, Folk, Pop, Dance, Reggae, Blues, Soul, Alternative, K-pop","Indie","top10%"
"450",450,"angry Simulated Simulated Playlist","Latin, Gospel, EDM","Professional","tail"
"451",451,"heart broken Mystic Simulated Playlist","Folk, Pop, Country, Rock, Dance, Jazz, Indie, K-pop, Gospel, hiphop, Latin, Metal, SwedishHouse, Blues, Punk, Soul, RnB, Alternative","Spotify","tail"
"452",452,"Breeze Simulated Playlist","Classical, Country, EDM, Soul, Folk, Metal, Punk, Funk, RnB, Alternative, Reggae, SwedishHouse","Professional","tail"
"453",453,"ecstasy Dream Simulated Playlist","Pop, SwedishHouse, Soul, Blues, Indie, Reggae, Dance, Punk, RnB, Jazz, Classical, Gospel, Funk, WorldMusic, K-pop, EDM, Folk, Latin, Alternative, Rock","Spotify","top10%"
"454",454,"Serenity Simulated Playlist","Reggae, Country, K-pop, Funk, WorldMusic, hiphop, Alternative, RnB, Folk, Soul, Indie, EDM, Metal, Punk, Pop, Latin, SwedishHouse, Jazz","Spotify","top30%"
"455",455,"Harmony Simulated Playlist","Gospel, Blues, hiphop, Metal, Pop, Rock, Reggae, RnB, WorldMusic, Classical, SwedishHouse, Indie, Latin, Alternative, Punk, Soul, K-pop, Funk","Professional","top30%"
"456",456,"Non-mood Echoes Simulated Playlist","Pop, Metal, RnB, SwedishHouse, Country, Funk, hiphop, Indie, Dance, Rock, Reggae, Latin, EDM, Punk, Folk","MajorLabel","top1%"
"457",457,"lonely Aurora Simulated Playlist","Reggae, hiphop, Dance, Funk, Classical, Jazz, Metal, Rock","Professional","top1%"
"458",458,"happy Twilight Simulated Playlist","Reggae, RnB, EDM, Funk, Rock, Dance, Soul, Indie, SwedishHouse, Metal, Jazz, Punk, Alternative, hiphop, WorldMusic","User","top30%"
"459",459,"surprise Rhythm Simulated Playlist","Metal, Classical, Punk, Soul, WorldMusic, Folk, Latin, Alternative, EDM, Jazz, Gospel, hiphop, Country, Reggae, Indie, RnB, Pop, SwedishHouse, K-pop, Blues, Funk","Indie","top1%"
"460",460,"good Odyssey Simulated Playlist","hiphop, Metal, Soul, Funk, Classical, RnB, Reggae, Jazz, Indie, Rock, Folk, Alternative, Pop, WorldMusic, Gospel, Blues, K-pop, Punk, SwedishHouse, Dance, Country, EDM, Latin","Indie","top10%"
"461",461,"fuzzy Bliss Simulated Playlist","SwedishHouse, Blues, Metal, Dance, Country, WorldMusic","Spotify","tail"
"462",462,"lonely Rhythm Simulated Playlist","Punk","User","top30%"
"463",463,"feel Mystic Simulated Playlist","Jazz, Punk, Gospel, Soul, EDM, K-pop","Indie","tail"
"464",464,"lonely Harmony Simulated Playlist","Country, Soul, Classical, Jazz, EDM, Dance, Rock, Funk, Alternative, SwedishHouse, Latin, RnB, Folk, WorldMusic","Spotify","top1%"
"465",465,"happy Bliss Simulated Playlist","Jazz, K-pop, Soul, Blues, Pop, Folk, Gospel, Classical, Funk, WorldMusic, EDM, SwedishHouse, Reggae, Country, Rock, Punk, Latin, Alternative, Indie, Metal, RnB, Dance","Spotify","top30%"
"466",466,"surprise Breeze Simulated Playlist","Folk, Soul, Indie, Classical, Rock, Country, RnB, EDM, hiphop, K-pop, Reggae, WorldMusic, SwedishHouse, Latin, Dance, Metal, Alternative, Gospel, Jazz","User","tail"
"467",467,"Euphoria Simulated Playlist","K-pop, WorldMusic, Gospel, Metal, Latin, Soul, Punk, hiphop, Country, SwedishHouse, Jazz, Indie, RnB, Rock, Classical, Folk, Blues, Pop, Reggae","MajorLabel","tail"
"468",468,"angry Serenity Simulated Playlist","RnB, Jazz, Reggae, Dance","Indie","top10%"
"469",469,"mood Aurora Simulated Playlist","Country, Funk, RnB, EDM, Indie, hiphop, Folk, Metal, WorldMusic, Classical, K-pop, Reggae, Dance","Professional","top1%"
"470",470,"fuzzy Nebula Simulated Playlist","Folk, Soul, Metal, Classical","Professional","tail"
"471",471,"Aurora Simulated Playlist","Latin, Classical, Country, EDM, Punk, Folk, Alternative, Soul, Rock, Dance, Funk, hiphop, WorldMusic, K-pop, Pop","Professional","top1%"
"472",472,"angry Mystic Simulated Playlist","Punk, hiphop, Blues, RnB, Gospel, Pop, Latin, Reggae, Country, Indie, Classical, Rock, Dance, Soul, WorldMusic, Alternative","User","tail"
"473",473,"mood Harmony Simulated Playlist","Pop, Jazz, hiphop, K-pop, Blues, Soul, Funk, Indie, Folk, SwedishHouse, WorldMusic, Latin","User","top10%"
"474",474,"feel Zenith Simulated Playlist","SwedishHouse, Indie, Gospel, Metal, Rock, K-pop, Classical, WorldMusic, Folk, Pop, Funk, RnB, Country, Reggae, EDM, Soul, Punk, Latin, Dance, hiphop, Alternative","User","top30%"
"475",475,"ecstasy Aurora Simulated Playlist","Gospel, Reggae, Latin, WorldMusic, Folk, Jazz, Soul, Rock, Indie, Funk, Pop, Dance, hiphop","User","top30%"
"476",476,"fuzzy Reverie Simulated Playlist","Dance, Indie, K-pop, Reggae, Folk, Metal, Alternative, Soul, hiphop, Latin, SwedishHouse, EDM, Country, Punk, Funk, Blues, Gospel, Jazz","Spotify","top30%"
"477",477,"Mystic Simulated Playlist","RnB, WorldMusic, Latin, Indie","Spotify","top30%"
"478",478,"angry Melody Simulated Playlist","Country, Alternative, RnB, Classical, K-pop, Dance, Soul, Folk, Punk, Gospel, Jazz, Metal, SwedishHouse, Reggae, hiphop, Blues, Indie, Latin, WorldMusic","Indie","top1%"
"479",479,"mood Wanderlust Simulated Playlist","Latin, Classical, Gospel, Country, K-pop, Jazz, Indie, Dance, Pop, hiphop, EDM, Metal, Reggae","Spotify","tail"
"480",480,"ecstasy Aurora Simulated Playlist","Folk, Reggae, Metal, Indie, EDM, SwedishHouse, Funk, Gospel, Latin, Alternative, Dance, Blues, K-pop, RnB, hiphop, Soul, Punk, Classical, Jazz, Country","Indie","top10%"
"481",481,"joy Twilight Simulated Playlist","Indie, Punk, SwedishHouse, Funk, Jazz, Pop, Reggae","MajorLabel","top10%"
"482",482,"bored Beats Simulated Playlist","Dance, SwedishHouse, Alternative, Gospel, Jazz, Classical, K-pop, Folk, Indie","Spotify","tail"
"483",483,"bored Twilight Simulated Playlist","Jazz, WorldMusic, RnB, Gospel, Latin, Country, Alternative, Dance, K-pop, Pop, Folk, Reggae, hiphop, Blues","User","top1%"
"484",484,"angry Mystic Simulated Playlist","RnB, Blues, Indie, Gospel, SwedishHouse, Alternative, Soul, Country, Jazz, Dance, Folk, Funk, Punk, Latin, K-pop, hiphop, Reggae, Rock, EDM, Classical, Metal","Indie","top30%"
"485",485,"fuzzy Radiance Simulated Playlist","Pop, Funk, Jazz, WorldMusic, RnB, Blues, Classical, Alternative, hiphop, Indie, Punk, K-pop, Dance, Rock, SwedishHouse, Country, EDM","User","top1%"
"486",486,"heart broken Simulated Simulated Playlist","Funk, Pop, Classical, Country, Jazz, Rock, Alternative, Dance, hiphop, WorldMusic, Metal, SwedishHouse, Latin, EDM, Punk, Gospel","Indie","top1%"
"487",487,"heart broken Zenith Simulated Playlist","Punk, Jazz, Funk, Dance, SwedishHouse, WorldMusic, Latin, Metal","Indie","tail"
"488",488,"happy Wanderlust Simulated Playlist","Dance, Punk, hiphop, EDM, Folk, Alternative, K-pop, Latin, WorldMusic, Reggae, Classical, Funk, Soul, RnB, Jazz, Indie, Metal, Pop, Blues, Rock, SwedishHouse","Spotify","top10%"
"489",489,"Non-mood Simulated Simulated Playlist","RnB, Reggae, Dance, Gospel, Jazz, SwedishHouse, Punk, Pop, Indie, Alternative, EDM, hiphop, Blues, WorldMusic, Rock","Spotify","top10%"
"490",490,"fuzzy Echoes Simulated Playlist","Soul, K-pop, Latin, Punk, RnB, Dance, hiphop, Alternative, Reggae, Blues, Pop, EDM, Indie","Indie","tail"
"491",491,"mood Breeze Simulated Playlist","Dance, Latin, Funk, Country, Indie, Reggae, RnB","Indie","top10%"
"492",492,"surprise Celestial Simulated Playlist","Soul, Jazz, Dance, Rock, WorldMusic, Classical, Folk, Pop, RnB, SwedishHouse, Gospel, Blues, EDM, hiphop","User","top1%"
"493",493,"surprise Chill Simulated Playlist","SwedishHouse, Blues, Indie, Reggae, EDM, Alternative, Folk, Latin, Funk, K-pop, Dance, WorldMusic, RnB, Country, Rock","Spotify","tail"
"494",494,"mood Wanderlust Simulated Playlist","Alternative, Metal, Country, Gospel, Soul, K-pop, Folk, SwedishHouse, WorldMusic, Funk, Rock, Blues","User","tail"
"495",495,"good Dream Simulated Playlist","Metal","Professional","top10%"
"496",496,"good Mystic Simulated Playlist","Indie, Punk, RnB, EDM, Classical, WorldMusic, Alternative, Rock, Folk","User","top10%"
"497",497,"good Vibe Simulated Playlist","Dance, Blues, Alternative, RnB, EDM, Folk, K-pop, Funk, Metal, Reggae, Country, Jazz, Pop, WorldMusic, Rock, Indie, Punk, hiphop, Classical, Gospel, Latin","Professional","tail"
"498",498,"lonely Melody Simulated Playlist","Indie, Punk, Rock","User","top10%"
"499",499,"lonely Harmony Simulated Playlist","Classical, Indie, EDM","Professional","top10%"
"500",500,"NA Mystic Simulated Playlist","Gospel, Soul, Indie, Classical, Blues, Punk","User","top1%"
